County,Turnout,State,Precincts,Votes,Republican,Democrat,Green,Libertarian,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino),African American,Native American,Asian American,Other Race,Latino,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Sire Homogeneity,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Yolo,36.9,California,133,50623,26.03,68.07,1.83,3.68,15.7,84.3,37.8,17.4,81.9,27184.24,51.7,2.35,0.6,12.1,3.9,29.4,18.7,7.15,196911,55.1,17.15,0.456,16.55,42.5,16.3,22.2,2.3,7.55,9.25,0.37047525,30.1,3.6,3.2,0.05,19.4,0.276,0.081,0.229,0.07,287.5,108.5,0.166,0.115,270.85,1.63,40,4
Potter,36.9,Texas,17,28330,68.83,26.9,0.67,3.6,24.6,75.4,15,4.6,71.55,21974.61,50.95,9.6,0.6,3.25,1.6,34.05,35.15,11.65,120935,46.4,22.25,0.461,32.2,23.3,21.3,24.9,0.55,13,16.95,0.38609475,32.7,4.3,3.9,0.1,96.7,0.427,0.224,0.342,0.099,807.9,311.3,0.294,0.056,632.36,8.25,77,10.3
Lee,37.1,Arkansas,9,3020,40.7,57.45,0.2,0.53,30.7,69.3,8.5,2.6,69.2,20397.48,40.85,56.05,0.7,0.4,0.65,1.4,64.3,28.3,10600,91.8,29.55,0.431,45.55,20.5,20.75,31.6,5.6,9.65,11.9,0.48133575,40.1,4.9,4,0.13,72.3,0.593,0.184,0.346,0.132,1007.2,267,0.199,0.113,285.05,26.16,104.6,
Riverside,37.1,California,1126,683612,45.28,49.61,1.47,3.2,20.8,79.2,20.5,7.2,76.3,29348.94,41.1,5.95,0.5,5.45,2.7,44.35,19.4,7.9,2112972,38.7,12.85,0.439,17.35,29,18.95,26.65,1.05,11.75,12.65,0.37287775,33.4,4,4.1,0.07,39.5,0.3,0.146,0.27,0.095,437.7,268.7,0.223,0.122,314.54,5.13,48.9,5.7
Yakima,37.1,Washington,55,72306,54.76,39.39,0.94,4.05,29.2,70.8,15.6,6,71.2,21733.37,49.55,0.8,3.75,1,1.95,42.9,35.1,12.3,238071,28.1,21.3,0.437,31.05,25.7,17.55,21.55,11.3,7.45,16.45,0.43151175,32.3,4.2,3.6,0.07,68.4,0.401,0.157,0.319,0.096,500.1,90.6,0.253,0.098,332.47,7.82,62.6,7.6
Dawson,37.3,Texas,10,3562,74,23.44,0.31,2.25,33,67,8.7,2.5,68.9,23868.67,38.55,7.15,0.55,0.25,1.3,52.25,36.3,15.65,13832,36.7,20.5,0.455,31.45,27.65,20.55,23.95,6.8,10.5,10.5,0.42693425,34.9,,,0.11,97.2,0.271,,0.299,0.102,603.6,58.4,0.268,0.069,334.69,,60.7,
Karnes,37.3,Texas,15,4185,70.7,27.34,0.29,1.67,34.4,65.6,8.4,2.5,38.95,21117.85,39.4,9.8,0.15,0.2,0.95,49.5,26.75,18.65,14942,19.9,19,0.441,21.25,29.05,21.8,20.15,2.6,12.55,13.85,0.4099615,38.5,,,0.1,79.5,0.36,,0.285,0.096,240.9,146,0.218,0.068,206.74,,65.9,
Reeves,37.3,Texas,12,3184,44.5,52.1,0.31,3.08,47.2,52.8,7.6,1.6,67.85,19041.35,21.45,3.3,0.1,0.6,1.15,73.45,51.35,27.1,12441,19.9,28.3,0.434,40.3,23.05,29.65,18.7,2.8,14.4,11.45,0.58675875,32.4,,,0.11,94.6,0.462,,0.309,0.094,232.6,235.8,0.273,0.096,276.28,,52.8,
Otero,37.4,Colorado,18,5038,59.31,34.12,0.52,3.61,20.2,79.8,15.4,5,75.6,21647.61,56.95,0.5,0.9,0.75,1.25,39.65,30.15,12.4,18832,46.7,21.6,0.439,30.05,33.25,20.05,24.45,3.25,7.75,11.2,0.481861,40.8,3.7,3.8,0.1,58.9,0.413,0.204,0.255,0.075,339.3,63,0.195,0.095,295.68,,82.9,
Jones,37.4,Texas,12,5932,81.17,15.76,0.35,2.71,30.4,69.6,9.3,2.5,64.9,23343.74,62.05,12.1,0.25,0.45,1.15,24,29.35,7.75,19712,32.3,12.7,0.412,16.85,26.4,20.8,20.35,2.15,15.95,14.35,0.45742,38.2,,,0.08,68.8,0.251,,0.311,0.099,193.6,954.4,0.264,0.063,315.61,,61.5,
Hale,37.5,Texas,31,8802,72.11,23.74,0.48,3.67,30,70,14.1,4.6,72.5,21024.94,38.95,5.1,0.3,0.45,1,54.3,28.85,16,35904,42.1,18.5,0.432,23.25,25.85,17.3,23.55,3.5,9,20.75,0.4492895,32.5,4,3.3,0.09,97.7,0.349,0.282,0.282,0.098,548,89.2,0.27,0.065,237.93,,55.5,
Del Norte,37.6,California,18,9361,54.84,37.23,2.62,4.44,18.7,81.3,14.3,4.3,73.2,23797.86,66.05,3.4,5.6,3.1,4.95,16.95,38.75,8.8,28669,58.1,20.7,0.448,31.3,28,29.9,24.45,3.5,7.05,7.05,0.47269375,37.9,6.3,4,0.06,53.8,0.416,0.203,0.255,0.088,202.4,139.6,0.173,0.134,436.93,8.56,95.6,
Franklin,37.6,New York,49,15148,50.41,43.02,2.23,4.34,16.7,83.3,17.3,7.9,71.4,24157.62,82.3,6.2,5.8,0.8,1.45,3.5,24.9,11.45,50986,41.9,14.8,0.42,17.85,30,25.25,21.75,1.3,10.45,11.25,0.68603625,39,4,2.9,0.08,31.3,0.351,0.187,0.289,0.097,166.8,796.7,0.141,0.097,113.73,,47.2,
Apache,37.7,Arizona,44,18659,28.48,65.36,1.75,4.41,27.9,72.1,10.3,3.5,73.6,22092.24,19.9,0.25,72.2,0.35,1.45,5.9,49.05,31,70429,33.5,35.6,0.488,43.65,32.05,23.5,17.85,0.7,15.15,10.75,0.56459475,31.5,3.8,4.3,0.07,57.9,0.466,0.184,0.318,0.149,736.2,124,0.216,0.196,87.7,13.11,171,7.2
Holmes,37.9,Ohio,17,10823,79.26,16.32,0.44,3.41,43.7,56.3,9.4,3.8,56.7,25031.23,98.2,0.25,0.05,0.05,0.65,0.8,21.45,7.65,41909,13.6,12.15,0.415,16.65,22.05,12.85,20.45,2.5,12.85,29.3,0.964437,29.3,,,0.05,15.5,0.073,,0.291,0.095,63.2,24.7,0.234,0.047,44.56,,35.7,5.5
Scott,38.1,Arkansas,26,3038,78.28,16.69,0.69,2.3,26.3,73.7,9,2.9,69.1,22535.49,85.25,0.25,1.05,3.55,2.25,7.7,47.95,15.65,11201,40.8,25.05,0.438,37.65,20.15,12.05,17.65,5.85,12.2,32.1,0.73456825,41,4.5,4.2,0.08,79.6,0.363,0.317,0.294,0.125,443.6,52.8,0.244,0.066,177.7,,76.7,
Pulaski,38.1,Georgia,1,3598,67.7,30.68,0,1.61,22.8,77.2,5.6,1.9,70.3,23515.06,63.6,32.45,0.1,0.45,0.45,2.9,29.5,13.65,10894,31.2,17.7,0.412,15.15,19.9,21,26.3,4.05,10.05,18.75,0.51067875,40.8,3.1,3,0.1,55.8,0.599,0.166,0.307,0.127,681.7,195.7,0.205,0.096,268.92,,70.5,
Anderson,38.1,Texas,23,16887,77.96,19.89,0.34,1.82,25.2,74.8,11.3,2.9,66.8,26140.46,61.55,21.45,0.3,0.6,1.15,14.95,24.15,14.9,57516,35.9,16.65,0.465,22.8,23.6,24.15,24.5,0.8,13.2,13.75,0.447378,38.5,3.8,3.5,0.09,70.7,0.36,0.216,0.34,0.115,317.3,380.2,0.264,0.077,311.56,6.7,93.1,5.8
Lanier,38.2,Georgia,4,2861,69.35,28.14,0,2.52,23.2,76.8,9.4,3.9,64.7,20739.99,69.35,23.75,0.2,1.4,1.55,3.75,38.7,11.8,9022,51.7,20.1,0.448,28.05,20.8,22.9,21.7,1.7,15.35,17.5,0.539195,33.4,4.6,4.5,0.09,53.2,0.47,0.197,0.292,0.112,403.7,133,0.272,0.077,211.76,,53.2,
Stevens,38.3,Washington,15,16438,67.28,26.45,1.03,4.12,9.8,90.2,19.2,5.8,76,24754.08,88.05,0.4,5.1,0.65,3.1,2.65,23.35,10.6,42632,38.2,15.1,0.422,20.35,29.4,18.6,24.65,1.75,12.05,13.5,0.77960275,44,4.1,3.7,0.06,36.6,0.272,0.224,0.278,0.096,163.2,28.3,0.179,0.115,117.46,4.02,99.6,7.8
Walla Walla,38.4,Washington,16,19718,54.65,38.29,1.3,4.92,13.4,86.6,24.2,10,80.95,22105.47,75.2,1.55,0.8,1.4,2.1,18.95,29.6,9.45,58288,36.3,18.15,0.442,25.9,34.35,22.25,22.2,4.9,6.4,9.9,0.6023555,36.9,3.3,2.8,0.06,32.8,0.282,0.129,0.276,0.09,339,57.3,0.184,0.072,257.77,,79.9,6.1
Sacramento,38.5,California,1267,467526,34.87,58.56,1.67,4.47,14.9,85.1,27.8,8.9,77.7,32586.51,50.3,9.85,0.65,13.6,4.9,20.65,20.9,7.5,1397196,47.9,13.55,0.431,19.15,36.95,17.6,27.65,0.3,8.7,8.85,0.32629275,34.6,3.5,3.7,0.07,36.2,0.359,0.146,0.277,0.092,649.7,272.4,0.162,0.106,586.95,6.98,58.2,5.7
Morgan,38.5,Tennessee,12,6664,81.47,15.8,0.26,1.73,24.4,75.6,6.3,2,67.5,22955.24,94.6,3.05,0.2,0.1,1.1,1,21.65,16.5,20640,20.8,20.35,0.438,27.25,22.5,20.1,18.2,1.9,17.3,20.05,0.89607225,39.6,5.5,,0.09,45.5,0.245,0.314,0.315,0.111,430.4,135.4,0.169,0.104,145.27,,117.3,
Deaf Smith,38.5,Texas,5,4201,69.29,28.21,0.33,2.17,33.7,66.3,13.2,4.4,71.3,23365.12,32.55,0.95,0.35,0.25,0.75,65.25,22.05,10.95,18852,48.7,17.65,0.39,27.25,22.9,16.2,21.4,6.25,11.45,21.8,0.5318715,30.8,,,0.08,97.2,0.297,,0.317,0.092,316.4,71.9,0.314,0.049,377.99,,54.6,9.4
San Juan,38.5,Utah,20,5385,48.93,37.08,0.87,3.03,18.2,81.8,17.2,6.4,77.1,23429.3,41.2,0.05,51.8,0.3,1.75,4.85,33.95,25.3,14587,48.1,27.25,0.432,34.25,28.45,21.5,20.6,1.25,17.5,10.65,0.44073575,30,3.3,3.1,0.06,39.3,0.329,0.098,0.285,0.091,391.2,,0.234,0.107,111.52,,112,
Rolette,38.6,North Dakota,5,3662,33.04,57.26,4.78,4.23,17.9,82.1,16.5,6.5,54.3,24406.46,22.15,0.3,74.55,0.1,2.1,0.85,43.95,23.35,13804,28.7,30.15,0.473,40.1,37.4,20.4,22.25,0.65,7.85,11.45,0.60535575,30.6,3.6,3.4,0.09,97.4,0.532,0.358,0.403,0.145,950.3,,0.194,0.112,31.57,,107.6,
Greer,38.6,Oklahoma,8,1896,78.16,17.04,0,4.8,22.8,77.2,13,3.5,55.5,18153.37,76.4,7.65,2.95,0.1,3.15,9.7,30.05,10.3,6019,21.3,15.35,0.407,18.65,36,20.95,28.5,1.3,6.15,7.15,0.60082075,39.3,4.4,,0.11,76.5,0.19,0.306,0.321,0.115,130.6,164.3,0.2,0.062,142.4,,97,
Lexington,38.6,Virginia,2,2448,31.29,61.85,0.82,3.76,18.7,81.3,44.4,23.7,93.35,5300.95,82.2,7.4,0.05,2.6,2.8,4.95,51,22.6,6975,71.9,30.5,0.514,32.5,43.65,21.75,26.05,0,1.95,6.5,0.6850705,22.4,,,,6.2,0.339,,0.288,0.091,371.7,90.1,0.185,0.114,37.71,,,
Childress,38.7,Texas,5,2084,86.47,12.14,0.24,1.15,17.9,82.1,15.7,4,60.7,21245.89,61.5,11.8,0.2,0.75,0.7,25.1,31.2,7.4,7285,39.5,22.25,0.438,29.85,24.95,29.25,24.2,1.7,10.85,9,0.45525925,33,,,0.1,107.5,0.324,,0.292,0.096,386.6,,0.239,0.053,335.52,,64.7,
Tehama,38.9,California,46,22875,65.49,28.73,1.19,4,19.7,80.3,12.6,3.8,76.3,23501.7,72.85,0.65,1.7,1.15,2.7,20.95,37.95,7.8,62032,45.3,20.05,0.453,29.5,25.25,21.65,23.05,4.35,11.4,14.25,0.575795,39.2,5.2,5,0.06,45.5,0.335,0.211,0.26,0.089,253.1,55.1,0.212,0.139,582.16,5.08,81.9,5.7
Long,38.9,Georgia,7,4109,63.84,33,0,3.16,21.3,78.7,9.1,1.5,63.1,21727.87,61.4,24.55,0.5,0.4,2.3,10.85,16.25,18.7,12929,40.4,16.45,0.366,22.75,20.05,16.25,21.3,0,23.45,18.95,0.4496085,29.8,3.3,,0.09,41,0.409,,0.305,0.101,336.9,41.1,0.261,0.071,,,65.6,
Macon,38.9,Georgia,5,4287,35.92,63.1,0,0.98,32.5,67.5,10.7,4.8,74.45,20847.59,34.95,60.4,0.1,1.65,0.7,2.2,51.25,27.85,14068,48.5,31.65,0.46,42.3,25.6,17.65,15.55,5.3,10.85,25.05,0.4877725,37,,,0.13,56.2,0.447,0.35,0.342,0.143,381.8,458.1,0.25,0.147,347.07,,71.4,
Buffalo,38.9,South Dakota,3,490,34.9,60.41,0,3.67,23.5,76.5,8.3,3.8,65.2,12274.22,11.75,0.1,85.9,0.6,0.6,1.05,53.7,38.35,2001,10.3,50.6,0.494,57.55,26.55,39.5,15.25,4,7,7.65,0.7518705,23.4,4.2,4,0.07,101.1,0.519,0.417,0.418,0.178,1207.2,,0.216,0.143,,,,
Los Angeles,39,California,4988,2652072,23.39,71.41,2.07,2.54,24.1,75.9,29,9.9,78.7,28901.4,28.35,8.45,0.2,13.2,2.35,47.5,23.4,11,9801950,53.8,15.55,0.489,22.25,34.35,17.65,26.05,0.3,8.45,13.25,0.33111775,34.3,3.8,3.7,0.07,36.4,0.351,0.123,0.213,0.077,511.1,513,0.248,0.109,510.19,9.21,39.7,5
LaGrange,39.2,Indiana,16,9552,73.54,21.78,0,4.68,40.3,59.7,10.4,4.1,58.2,27495.6,93.2,0.2,0.15,0.5,2.25,3.6,27.1,16.05,36992,11.4,14.85,0.385,21.55,21.6,11.85,16.45,1.3,13.2,35.6,0.8704575,30.4,3,3.7,0.05,26.4,0.131,0.193,0.327,0.109,85.6,22,0.253,0.079,40.2,,49.2,6.5
Wichita,39.2,Texas,62,37913,72.82,23.08,0.68,3.42,17.2,82.8,20,6.3,67.75,23025.68,69.15,10.3,0.8,2.1,1.95,15.7,25.15,9.1,129982,42,15,0.472,20,29.05,20.45,26.25,0.25,10.3,13.75,0.5143155,34.1,4.8,2.8,0.08,59.8,0.348,0.21,0.329,0.113,497.3,139.8,0.229,0.063,412.22,5.45,78.2,8.1
Madera,39.3,California,102,34263,56.1,38.77,1.37,3.39,32.1,67.9,13.5,4.3,72.3,22703.23,39.5,3.6,1.1,1.75,2.15,51.85,29,9.1,147829,38.6,18.65,0.441,27.85,23.5,18.6,23.05,12.15,10.05,12.7,0.42705275,33.2,4.3,4.6,0.06,61.3,0.327,0.138,0.297,0.091,473.4,150.7,0.241,0.136,470.55,6.2,62,4.9
San Bernardino,39.3,California,1789,598783,42.41,52.19,1.59,3.23,22.5,77.5,18.4,6.3,75.75,29159.69,34.8,8.45,0.45,5.85,2.5,47.9,22.8,9.25,2010922,40.4,14.55,0.422,20.1,27.7,17.6,27.1,0.35,11.5,15.8,0.36175275,31.2,4.2,4.1,0.07,45.5,0.343,0.162,0.282,0.085,530,200.9,0.217,0.12,451.22,8.17,45.5,6.6
Campbell,39.3,Tennessee,21,12504,78.85,17.98,0.36,2.01,31,69,9.2,3.4,70.75,23053.88,96.85,0.25,0.15,0.25,1.25,1.25,37.4,18.15,40681,28.9,23.25,0.456,28.7,24.7,15.3,22.7,0.65,14.85,21.85,0.9383195,40.7,7.6,5.7,0.09,57.7,0.31,0.286,0.334,0.132,145.6,42.6,0.166,0.105,426.9,5.28,113.2,6.5
Martin,39.5,Kentucky,14,3953,88.62,9.18,0.33,1.32,35.4,64.6,8.9,4.2,73.25,22069.98,91.15,5.3,1.2,0.1,0.35,1.85,51.45,19.15,13114,57.4,36.1,0.463,48.7,21.95,19.3,19.75,0,23.35,15.65,0.83414075,36.7,8.1,5.9,0.15,69.7,0.427,0.374,0.385,0.123,102,87.2,0.16,0.103,64.06,,135.4,
Jefferson,39.5,New York,69,34263,58.22,35.87,1.63,4.28,12.2,87.8,20.2,8.5,65.7,25844.01,86.25,4.65,0.4,1.25,2.55,4.9,24.5,10.7,116912,41,14.5,0.42,21.25,28.95,21.2,26.15,0.7,10.75,12.25,0.749292,32.6,3.9,3.6,0.07,44.7,0.322,0.26,0.29,0.087,477.5,358.2,0.11,0.101,176.22,2.76,46.6,6.4
Pecos,39.5,Texas,10,4167,59.11,37.22,0.62,3.05,34.9,65.1,11.3,4.1,63.6,23653.49,28.85,3.65,0.3,0.4,1.05,65.75,18.95,18.55,15704,24.6,18.45,0.47,21.25,20.9,26.05,17.8,4.7,18.35,12.2,0.517006,36,3.5,4,0.08,85.6,0.299,,0.295,0.096,369.1,45.3,0.285,0.045,401.08,,71.5,
Bent,39.6,Colorado,6,1892,61.63,30.71,1,4.23,19.6,80.4,13.2,3.7,65.05,17757.52,58.45,6.55,2.45,1.05,0.5,31.05,34.1,13.6,6313,74.7,27.85,0.412,31.95,39.45,18.65,15.3,6.95,10.5,9.3,0.44307625,40.2,4.3,4.1,0.14,70.8,0.379,0.267,0.24,0.064,176,,0.174,0.085,111.83,,,
Pershing,39.8,Nevada,6,1982,70.79,21.7,0,2.93,20.6,79.4,12.4,3.6,78.1,28434.81,67.7,4.5,2.25,1.2,2.75,21.6,20.4,3.35,6541,38.1,12.95,0.379,19.45,31.1,23.05,14.45,1.8,15.3,14.25,0.5084165,40,4.4,5,,51.6,0.368,0.263,0.293,0.086,89.1,,0.272,0.103,541.42,,77.6,
Falls,39.8,Texas,14,5232,65.71,32.15,0.42,1.72,26.5,73.5,9.8,4.1,71.95,21817.11,53.25,25.3,0.45,0.5,0.7,19.8,36.25,20.4,17457,47.1,23.25,0.433,33.6,23.9,25.55,21.8,1.95,11.8,14.95,0.3868635,38.9,,4.5,0.1,63.5,0.377,,0.31,0.123,613,110.3,0.27,0.084,196.76,,70.8,15.4
Mississippi,40,Arkansas,20,13075,53.45,42.99,0.49,1.35,24.4,75.6,11,2.9,73.8,22554.71,60.95,33.75,0.2,0.55,1.25,3.35,40.4,17.35,46629,57.6,25.35,0.467,39.25,23.4,14.75,21.55,2.35,10.35,27.55,0.48670925,34.6,5.4,4.8,0.12,85.4,0.51,0.295,0.391,0.135,1224.8,234.8,0.19,0.1,835.35,12.45,90.1,9.2
Calhoun,40,Georgia,5,2023,40.98,58.23,0,0.79,31.7,68.3,8.7,2.2,68.95,18513.78,34.95,60.35,0.05,0.3,0.4,3.9,52.15,17.4,6403,87,27.7,0.446,42.9,21.7,23.95,22.85,4.9,9.75,16.8,0.48790875,36.6,,,0.13,66.3,0.614,,0.317,0.131,697.3,1049.9,0.239,0.107,192.76,,61.7,
Placer,40.2,California,363,150532,52.47,41.17,1.3,4.94,7,93,34.1,10.9,81.2,40176.53,77.1,1.35,0.65,5.5,3.05,12.3,7.05,6,340245,58.5,6.4,0.422,6.85,40.4,15.2,28.7,0.15,8.75,6.8,0.61374975,39.8,2.7,2.9,0.06,15.7,0.218,0.081,0.228,0.072,200.8,52.5,0.122,0.094,217.82,1.57,47.3,4.8
Clay,40.3,Kentucky,20,6765,86.64,11.12,0.38,1.23,41.1,58.9,7.5,4.1,75.8,19298.46,93.7,4.1,0.15,0.25,0.45,1.25,46.15,29.45,22761,49.3,32.95,0.512,39.8,22.75,17.9,25.35,1.15,11.9,20.95,0.879835,37.3,7.7,5.9,0.11,65.2,0.291,0.363,0.315,0.135,207.2,113.6,0.177,0.127,65.17,,117.1,10.4
Madison,40.3,Texas,7,4283,78.19,20.57,0.19,1.05,21.8,78.2,11.5,2.4,66.45,22878.59,58.3,20.9,0.3,0.45,0.55,19.5,31.5,12.5,13433,19.8,20.7,0.454,29.95,23.65,21.5,24.9,6.65,14.15,9.15,0.4216545,34.1,,,0.07,61,0.421,,0.313,0.103,305.5,169.8,0.31,0.069,333.62,,96.9,
Norfolk,40.3,Virginia,50,75172,26.44,68.42,0.98,3.24,16.1,83.9,23.7,9.7,62.7,24864.26,45.1,42.7,0.4,3.15,2.9,5.75,27.3,11.8,239437,50.3,16.75,0.466,26.15,30.9,19.7,26.4,0.3,11.3,11.45,0.3908855,29.5,3.7,3.6,0.11,52.3,0.513,0.261,0.352,0.097,1358,1039,0.177,0.079,627.83,15.11,57.5,11.3
Washington,40.5,Mississippi,19,14571,31.16,67.58,0.21,0.68,27.5,72.5,17.6,6.2,76.65,19492.38,28.3,68.8,0.1,0.75,0.65,1.35,53.4,20.45,53474,48.8,34,0.498,48.1,29.15,19.9,24.35,1.75,8.05,16.75,0.55371475,34.8,3.6,3.6,0.14,89.3,0.655,0.237,0.4,0.139,1343.1,478.3,0.203,0.141,264.71,19.2,91.1,12.1
Ector,40.5,Texas,26,36373,68.67,28.11,0.46,2.76,27.1,72.9,13.1,4,70.75,26063.56,42.6,4.05,0.35,0.7,1.15,51.15,24.95,13.95,133059,34.7,16.8,0.473,22.65,22.25,16.7,27.3,0.25,16,17.55,0.444942,31.3,3.4,3.6,0.1,95.9,0.387,0.219,0.32,0.104,580.3,119.2,0.275,0.042,666.43,6.01,76.2,6.8
Swisher,40.5,Texas,5,2190,76.3,21.1,0.27,2.33,24.1,75.9,14.6,4.5,67.7,22358.18,52.8,5.9,0.5,0.3,1.85,38.65,20.2,10.95,7731,45.5,16.9,0.432,16.2,29.6,19.95,18.15,7.5,9.2,15.65,0.4320235,35.8,,,0.13,101.6,0.342,,0.282,0.107,512.8,,0.268,0.057,251.48,,71.6,
Cibola,40.7,New Mexico,25,8017,39.65,46.41,0.91,11.99,23.6,76.4,11.5,4.4,74.4,21156.81,22.5,0.6,40.4,0.4,1.05,35,35.7,13.9,27166,47.9,23.25,0.427,31.4,23.55,27.35,22.1,0.4,14.6,12.05,0.33650325,36,4.1,4,0.09,80.5,0.485,0.186,0.312,0.117,607.4,225.6,0.257,0.062,636.85,8.94,109.7,6.8
Saint Lawrence,40.7,New York,81,35154,52.48,41.7,2.12,3.7,14.2,85.8,18.7,8.6,81.45,20709.1,93,2.4,0.65,1,1.05,1.9,28.45,10.9,110843,44,16.75,0.417,22.35,30.5,21.9,24.2,1.7,10.55,11.05,0.8660895,36.9,5.1,4.3,0.08,22.9,0.352,0.267,0.3,0.102,198.8,303.8,0.124,0.105,150.19,2.05,50.5,7.3
Adair,40.7,Oklahoma,17,6468,73.48,21.24,0,5.27,23.5,76.5,10.6,2.8,76.15,21679.51,44.35,0.1,39.45,0.75,10.35,5,39.9,24.8,22252,60.9,26.25,0.444,32.55,23.65,18.25,15.55,2.95,15,24.6,0.365592,35.6,4.6,2.7,0.09,73.8,0.341,0.304,0.36,0.139,291.9,54,0.274,0.07,337.09,9,75,
Claiborne,40.9,Mississippi,10,2954,14.01,85.41,0.1,0.17,16.4,83.6,17.5,8.9,82.7,16066.06,14.2,84.55,0.05,0.25,0.5,0.45,52.4,25.95,10257,86,36.8,0.483,53.8,22.2,20.45,24.85,0.4,13.1,19,0.735086,32.8,3.7,4.6,0.17,54,0.749,0.175,0.414,0.152,1356.3,275.4,0.216,0.13,640.19,22.5,96.6,
Brown,41,Illinois,14,2336,76.03,20.33,0.43,3.21,24.4,75.6,10.9,4,57.3,21936.45,73.7,18.65,0.05,0.1,1.2,6.2,12.25,8.85,6765,63.4,12.75,0.469,18.7,28.8,21.45,17.45,0.6,16.6,15.1,0.5819405,37.6,,,0.07,26.6,0.2,,0.3,0.088,174.5,530.6,0.106,0.044,208.71,,,
Webster,41.2,West Virginia,14,2955,77.29,18.75,1.02,2.67,30.9,69.1,8,3,67.45,19904.34,98.25,0.1,0.2,0.05,0.85,0.6,43.95,11.25,9332,38.8,23.05,0.44,27.5,16.25,22.9,18.85,3.75,18.85,19.4,0.96541975,43.8,5.3,3.7,0.1,46.7,0.253,0.299,0.356,0.135,131.2,75.7,0.199,0.124,,,110.3,
Honolulu,41.3,Hawaii,153,285683,31.61,61.48,2.26,3.66,10.1,89.9,31.1,10.6,73.3,32640.28,20.15,2.5,0.2,42.7,26.45,8,11.6,7.45,927885,56.1,8.85,0.422,11.15,35.15,20.35,26.7,0.45,9.25,8.1,0.2999205,37.5,2.8,2.7,0.08,33,0.278,0.146,0.218,0.089,497.5,200.7,0.073,0.052,264,2,45.7,6.7
Hickman,41.3,Tennessee,14,7762,73.24,23.49,0.5,2.07,25.5,74.5,10.6,3.8,72.25,23947.41,92.2,4.5,0.4,0.15,1.3,1.5,18.55,14.5,24180,33.3,16.9,0.399,21.25,22.15,18.2,21.9,1.05,17.15,19.45,0.85252125,39.5,6.6,5,0.09,61.9,0.291,0.377,0.337,0.12,200.8,73.6,0.186,0.092,228.02,,80,13.6
Salt Lake,41.4,Utah,830,361347,32.63,42.85,1.1,3.72,11.1,88.9,30.1,10.3,74.55,28206.41,75.15,1.35,0.65,3.15,3.35,16.3,13.35,7.5,1014977,42.1,9.8,0.419,12.25,34.4,14.15,29.6,0.1,9.65,12.05,0.59366025,30.4,3.3,3.3,0.07,36.9,0.224,0.109,0.246,0.068,346.6,219.9,0.172,0.055,355.73,3.13,61.8,5.3
McCreary,41.5,Kentucky,18,5776,86.77,11.5,0.31,1.02,35.3,64.7,8,5.8,66.55,16721.81,92.45,4.4,0.6,0.1,0.8,1.65,56.75,21.95,18252,39.7,36.25,0.434,49.65,24.6,19.9,13.35,1.3,15.85,24.95,0.8570095,36.7,8.9,6.2,0.09,83.8,0.268,0.401,0.323,0.131,213.3,59.8,0.212,0.133,59.14,,71.7,
Somerset,41.5,Maryland,23,8768,57.66,39.74,0.65,1.95,19.1,80.9,14.3,4.5,77.8,18904.5,53.25,40.65,0.4,0.75,2.1,2.8,24.9,13.85,26206,28.8,18.35,0.432,26,29.8,23.2,23.4,2.55,9.4,11.6,0.45009575,36.3,3.6,4.2,0.09,28.5,0.528,0.241,0.377,0.103,725.2,657.2,0.142,0.103,337.94,,47.7,11.7
Crosby,41.5,Texas,5,1712,68.93,27.34,0.29,3.45,24.8,75.2,13.3,3.6,75.35,20894.87,43.4,3.4,0.1,0.3,0.85,51.95,45.25,13.35,6185,32.5,24.2,0.45,36.8,29.75,19.75,19.9,7.8,10.2,12.6,0.4594745,36.8,,,0.1,104,0.265,,0.28,0.11,508.9,,0.275,0.068,152.56,,64.4,
Wilcox,41.6,Georgia,6,2973,70.5,28.66,0,0.84,27,73,8.8,1.9,69.5,21636,60.4,35.4,0.2,0.4,0.95,2.65,41.55,24.25,8988,43,25.9,0.452,41.9,27.2,23.95,14.15,4.4,14.55,15.7,0.4909445,39.5,3.2,3.4,0.1,71.2,0.476,0.227,0.31,0.116,645.3,680,0.232,0.123,121.2,,106.2,
Onslow,41.6,North Carolina,24,55364,65.64,30.99,0,3.37,11.9,88.1,17.7,5.2,43.55,22903.01,69.7,15.85,0.6,1.85,3.45,8.55,22.65,9.95,171476,31.5,14.05,0.401,20.05,29.4,20.35,26.1,0.65,13.75,9.75,0.51981,25.5,4.2,3.8,0.08,69.2,0.3,0.248,0.278,0.086,665.5,153.9,0.152,0.087,282.56,4.83,57.2,8.2
